Perrotti,1,4,/assets/chilis/cold-chili.png,,I don't know if she's teaching anymore
Atzori,4.1,2.4,/assets/chilis/new-hot-chili.png,,Had to cram before each test due to taking so many hours and made an A in the course!
Gupta,4.3,2.9,/assets/chilis/cold-chili.png,,He is a great scientist and lecturer. He links all the materials you have learnt in different courses together to give you a comprehensive view of computer science. He is compassionate and uncompromising about those who attend the class late. If you interested in computational logic and logic programming do take APL with him. His exams are hard.
Penard,4.3,3.3,/assets/chilis/new-hot-chili.png,,Nice and Helpful
King,2.4,2.7,/assets/chilis/cold-chili.png,,His attitude really reminds me of Cartman! He is cool with some people
Holovchenko,4.4,3.1,/assets/chilis/new-hot-chili.png,,Super hot!
Hanlon,3.6,2.1,/assets/chilis/new-hot-chili.png,,her class was my favorite class. i wasn't interested in taking dance class but my other class didn't fit in my schedule so i ended up taking this but i'm glad that i took her class. she is such a sweet person and easy to talk to. her lecture is little bit boring but you can do something else if you sit at the back while she's lecturing.
Pazdral,5,1.5,/assets/chilis/cold-chili.png,,No Comments
Marshall,3.6,4.1,/assets/chilis/new-hot-chili.png,,Worst class. I loved film until I met Kelli Marshall...
Kane,4.5,2.6,/assets/chilis/cold-chili.png,,Very sweet professor. Gives 1 quiz a week but if you read you will have no problem. Cares about her students and knows her material. I would recommend anyone to take her because she makes an effort to help you and make sure you understand what you are doing.
Ahn,2.7,3.6,/assets/chilis/cold-chili.png,,Go to class. He goes into detail during lectures and answers all questions. Also go to SI
Manes,2.3,3.8,/assets/chilis/cold-chili.png,,He talks about himself and only about himself.... Seven people dropped his class after the first week. He doesn't help you
Stott,2.7,3.2,/assets/chilis/cold-chili.png,,This woman talks non-stop and sweats throughout the entire lecture. By the end of class she is soaked. The exams were not too tough
Mills,4.9,2.8,/assets/chilis/cold-chili.png,,I love Dr. Mills! She doesn't spoon feed concepts
Turner,3.9,3.1,/assets/chilis/cold-chili.png,,Taking a class with Turner is a class in Turner; you're lucky to have him captive for such a low cost & long time (16 weeks). Take advantage of it. He's a master craftsman
Chandler,2.1,4.3,/assets/chilis/cold-chili.png,,It is unfortunate that she is currently the only professor at the university that teaches this required class. Unless you are a diagnostician you will never use any of the massive amount of material you cover either. The work is that of 3 classes and the tests are 10 pages of short answers. It is not challenging
Linsteadt,3.9,3.6,/assets/chilis/cold-chili.png,,Prof. Linsteadt is a great professor. I learned a lot from his class. He made the class fun even though there were a lots of information. I was free and encourage to ask questions and share opinions and ideas in class. His class inspired me to learn more.
Cready,1.7,5,/assets/chilis/cold-chili.png,,No Comments
Blair,2.3,4.8,/assets/chilis/cold-chili.png,,very disappointed by the teacher. I was in the class everyday but i had to learn everything on my own! extremely boring class because of his teaching style + does not care about his students...
Goux,1.8,3.7,/assets/chilis/cold-chili.png,,The TA did all the teaching in the chem lab. This professor would occasionally say one or two things
Jackson,3.3,2.7,/assets/chilis/cold-chili.png,,My worst Science grade
Bowden,4.3,1,/assets/chilis/cold-chili.png,,Awesome class. EASY!!!! He is a great professor and really tries to get you interested in the material. Very relevant
Stoneback,4,4,/assets/chilis/new-hot-chili.png,,He is a great lab TA
Ismail,5,3.3,/assets/chilis/new-hot-chili.png,,No Comments
Hicks,2,4.9,/assets/chilis/cold-chili.png,,Avoid this professor if you can. He never finishes a complete sentence without breaking his train of thought and saying something philosophical. He only gives 2 exams and a paper
Schulte,3.5,3.2,/assets/chilis/cold-chili.png,,Professor Schulte truly cares for the foundational improvement of his students
,,,,,#N/A
Lewin,2.7,3.1,/assets/chilis/cold-chili.png,,Three tests (25%
Ezzet,4.6,2.3,/assets/chilis/new-hot-chili.png,,Great professor! You'll learn so much about city planning. Prepare to take a lot of notes. Quizzes are somewhat detailed..make sure to study your notes! Policy briefs and papers were not bad..she grades pretty fairly.
Sachs,3.8,2.3,/assets/chilis/cold-chili.png,,Seemed okay at first but she was very scattered in my class. Didn't really like the group work topics & heard a lot of complaining from people. Wasn't as knowledgeable as she should be  about the terms she was teaching. Too much talking to students and not enough of her own teaching.
Rankin,3.9,3.4,/assets/chilis/new-hot-chili.png,,Dr. Rankin is engaging
Kraynick,4.1,2.2,/assets/chilis/new-hot-chili.png,,I thought this class would be interesting
Downing,4.8,1.2,/assets/chilis/new-hot-chili.png,,He taught in a laid-back style and we had lots of classroom discussions and group activities.  He made up for his teaching inexperience by making the class a lot of fun.  He does a review the class period before the exam
Brunell,3.6,2.8,/assets/chilis/cold-chili.png,,Brunell's lectures are a little all over the place. He assigns five books
Russo,5,5,/assets/chilis/cold-chili.png,,Great teacher
Garrison,5,1,/assets/chilis/new-hot-chili.png,,Wonderful teacher!!!  Very enthusiasic and encouraging.  Made the class very interesting and taught us classroom techniques by her good example.  Best teacher I ever had!!!
Lingo,3.5,2.5,/assets/chilis/cold-chili.png,,I've taken three of Kathy's improv classes and I've found she can be a great professor. However I will warn you she likes to create random assignments and never mention a due date. Also her improv classes are more skit writing then actual improv. They are fun and can bring you out of your shell
Majumdar,2.7,2.7,/assets/chilis/cold-chili.png,,No he isn't specific on anything because he is extremely open minded and accomodating to his students. He doesn't post grades but he would send back a grade to whoever turned the group ppr in. He throws jokes in the whole time he's lecturing. He engages his students in group conversation and promotes simulations for learning instead of book work.
,,,,,#N/A
Gentsch,4.8,1.9,/assets/chilis/cold-chili.png,,She made human sexuality really interesting without the immaturity that it can come with. She's just a really great person and the type of professor that you wish they were all like.
Liu,2,3.7,/assets/chilis/cold-chili.png,,The most amazing professor at UT Dallas. Learnt a lot doing his assignments. Take this course if you want to learn the intricate details of Machine Learning. I would definitely recommend his course
Jue,2.9,3.1,/assets/chilis/new-hot-chili.png,,Soft-spoken
Polk,4.2,1.7,/assets/chilis/cold-chili.png,,he is a very impressionable guy
Bruce,4.3,2.6,/assets/chilis/cold-chili.png,,Participate in class discussions
Borovkov,2,3.9,/assets/chilis/cold-chili.png,,Cell Bio Lab really isn't that difficult
Sullivan,3,2,/assets/chilis/cold-chili.png,,Very unorganized. Sometimes hard to tell what is expected of the student. Can be overwhelming. Tests are ok.
Day,3.3,3,/assets/chilis/cold-chili.png,,Very complex class but not hard.  Dr Day is very knowledgeable in the field of economics
Dover,3.6,3.6,/assets/chilis/cold-chili.png,,Dr. Dover seems focused on everything but this class. All he cares about is making his program more prominent and churning out a rock star or two for competitions. Dr. Meda's class scored better in the competition
Miller,5,3,/assets/chilis/new-hot-chili.png,,Take this teacher. She wants you to learn
Chung,3,3,/assets/chilis/cold-chili.png,,Professor Cheng is a really nice guy. He know his stuff but doesn't know how to teach. His TA is extremely tough she graded our exam really hard. Come to class and you have a chance to make a 70 else you are screwed. 2 exam and 1 project.
Dawande,3.9,2.5,/assets/chilis/cold-chili.png,,Took class online. Never used the book. Assignments challenging and are basically harder versions of the tutorials. Find a buddy in the class to work these with. Case studies are also hard
Scott,3.8,3,/assets/chilis/cold-chili.png,,Very tough prof. You almost have to memorize the book. Lots of readings. Very hard tests. Really boring way of teaching. If you can stay away.
Bihari,2.3,2,/assets/chilis/cold-chili.png,,This teacher is not helpful at all.  I do have a passion for this subject and this teacher made me dislike this class.  She is not willing to help students or answer questions.  Grading policy is unclear.  Professor ignored emails from our entire class and wouldn't clarify information about final exam topics.
Dave,4,4,/assets/chilis/cold-chili.png,,Though a nice guy
Ozden,1.4,4.3,/assets/chilis/cold-chili.png,,class is so boring
Kalyanaraman,3.5,2,/assets/chilis/cold-chili.png,,Teaches straight out of the book. Very generous on grading. Online quizzes are a little difficult since they are detailed questions from the book. Exams are not bad
Eckel,4.5,4.5,/assets/chilis/cold-chili.png,,Very difficult class. Not much to learn in here
McElroy,3,2.6,/assets/chilis/cold-chili.png,,Best professor I've had at UTD! The material is like first-level basic
,,,,,#N/A
Seldon,3,2,/assets/chilis/cold-chili.png,,Seldon cares about this subject
Sharma,2.6,3.3,/assets/chilis/cold-chili.png,,I took him for Organizational Behavior. His lectures were not so bad
Koshevnik,3.8,2.5,/assets/chilis/cold-chili.png,,Yuly was nice and yeah he knew my name quick but that was about where the good ended for me. He focuses so much on writing notes on the board and going by his lesson plan that if you ask a question you are not going to get a clear answer. His practice tests are nothing like the exams and his lecture is almost impossible to follow. Just don't do it
Zhonglan,1.6,4.3,/assets/chilis/cold-chili.png,,It is an absolute mystery how someone like her gets to teach an important course like this. Maybe
Lambert,4.5,1.8,/assets/chilis/cold-chili.png,,Professor Lambert is my favorite professor. He is funny
,,,,,#N/A
Wilson,4.6,2.9,/assets/chilis/cold-chili.png,,"Dr. Wilson is tough but his intellect is sharp.  He is approachable and is open to general discussion without heavy criticism.  HI is supposed to teach you how to become a historian and so expect to be challenged - this is not an ""easy"" class.  Sassy yet astute"
Holmes,3.6,2.7,/assets/chilis/new-hot-chili.png,,My grandmother passed away and her funeral was the day of the final exam. Dr. Holmes would not allow me to take the exam at a later date
Ghani,1.7,2,/assets/chilis/cold-chili.png,,Horrible. How is he an instructor at UTD? save your money and your sanity and avoid this loose canon. Ridiculously pathetic in terms of a teacher.
Polkovnichenko,4.8,3,/assets/chilis/new-hot-chili.png,,Great professor. Awesome lectures. Makes it easy for student to get good grades. Very helpful and cheerful. Great sense of humor alongwith great teaching style.
Patel,3.7,3,/assets/chilis/new-hot-chili.png,,Very helpful professor!
Miles,4.2,3.9,/assets/chilis/cold-chili.png,,Best professor I've had thus far!  Excellent contribution of real world experience with course material.
Jakobsson,3.5,3.1,/assets/chilis/cold-chili.png,,She wants to be challenging
Bryan,3.6,3.1,/assets/chilis/cold-chili.png,,Need to attend every class to get notes for exams. Very fair grading. Supplemental reading turned out to be more interesting than I expected.
Cavusoglu,1.6,4.3,/assets/chilis/cold-chili.png,,Worst Prof ever. His accent is really bad. Don't waste your time. Only reads his slides. Just google the topic and learn much better. I guess he spends more time to his hair than his students. I am thinking how hard could it be a prof when I see these people. I believe after a week I could teach much better than him.
Heroy,2.6,2,/assets/chilis/cold-chili.png,,very easy class. i only come 6 times through out the semester & still made an A because there is no point coming to class. His lectures is very boring & you will learn nothing. NEVER use book ( I WASTED 115$ on books & i never open them) & i agrees the final exam sux.. HE GAVE the wrong review UGH!! EASY A class to boost up ur GPA..
Katz,3.4,3.8,/assets/chilis/cold-chili.png,,Dr. Katz's class is not that bad. I am surprised people would complain about this class because it's pretty straightforward and easy if you study. Term paper/project is interesting and kind of fun when you get the hang of writing in IPA. TA is super helpful & Dr. Katz is very funny and fair. Required class for all SPAU majors but have no fear!!
Tamil,3.6,2.7,/assets/chilis/cold-chili.png,,Course: Wireless Sensors and Networks. Easy A. Learnt many important things like IOT
Barden,3.9,2.7,/assets/chilis/cold-chili.png,,Professor John Barden has easily been the most inspirational teacher that I have had at UTD. His lectures
Watts,3,2,/assets/chilis/cold-chili.png,,Great credentials
Johannson,4,3,/assets/chilis/cold-chili.png,,Very knowledgeable. She does not seem to be open to new ideas or thoughts but the class is easy if you keep up with the materials. She is VERY willing to work with students if you are struggling. Do not hesitate to go to her if you are struggling. I recommend her.
Ridge,5,1,/assets/chilis/cold-chili.png,,Chief Ridge is one of the friendliest people on Earth. The class is easy and can be dry but she brings in some great guest speakers and has fun hands-on activities. She works with students and talks to many outside of class about careers in law enforcement. She's a great resource as well if you are interested in a CJ career.
Siqueira,3,4.4,/assets/chilis/cold-chili.png,,Definitely need to show up to class to pass & take good notes & read the textbook!  Extra Credit is easy
Cook,4,1,/assets/chilis/new-hot-chili.png,,Easy class
Fagg,3.5,1.5,/assets/chilis/cold-chili.png,,A little disorganized
Xinmie,1,5,/assets/chilis/cold-chili.png,,she is really bad at teaching but i can tell that she is trying hard to explain.  But noone really understand what she's talking about. Her test is hard!! Her test is like the advance version of the review. you can't expect you will get a good grade if you only do the review test
Franzen,4.7,3.7,/assets/chilis/new-hot-chili.png,,She is a good teacher. She explains the material very well. Her tests are hard though. 3 tests and that's it.She curves. No graphing calculator can be used.
Nickerson,3.5,3.6,/assets/chilis/cold-chili.png,,She's a great lecturer
,,,,,#N/A
Lane,3,4.3,/assets/chilis/cold-chili.png,,Dean Lane cares about her students and is a great teacher.  I came to her with a personal problem and she helped me through it.  ARHM 1100 is a required class and you can easily get an A if you show up.
